Search terms
All time
Search term,Search terms match type,Added/Excluded,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %,Conversions,View-through conv.,Cost / conv.,Conv. rate
parga tourism,Broad match,None,0,3,0.00%,EUR,0,0.00,0.00%,50.00%,0.00,0,0,0
parga tourist information,Broad match,None,0,2,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
parga tourist map,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
parga tourist train,Broad match,None,0,2,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
parga tours,Broad match,None,1,7,14.29%,EUR,0.46,0.46,0.00%,0.00%,0.00,0,0,0.00%
parga tours,Exact match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
parga tours,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
parga town,Broad match,None,0,5,0.00%,EUR,0,0.00,0.00%,66.67%,0.00,0,0,0
parga town beach,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
parga trains,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
parga travel agency,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
parga travel guide,Broad match,None,1,10,10.00%,EUR,0.08,0.08,42.86%,57.14%,0.00,0,0,0.00%
parga trip,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
parga trips,Broad match,None,1,8,12.50%,EUR,0.52,0.52,12.50%,62.50%,0.00,0,0,0.00%
parga utisci,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
parga vacation,Broad match,None,0,3,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
parga valtos,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
parga valtos beach,Broad match,None,0,6,0.00%,EUR,0,0.00,33.33%,100.00%,0.00,0,0,0
parga valtos beach,Phrase match (close variant),None,0,4,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
parga venetian castle,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
parga video,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
parga videos,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
parga village,Broad match,None,1,3,33.33%,EUR,0.38,0.38,100.00%,100.00%,0.00,0,0,0.00%
parga vlog,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
parga walking,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
parga walking,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
parga walking routes,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
parga walking tour,Broad match,None,0,6,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
parga walking tour,Phrase match (close variant),None,0,3,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
parga walks,Broad match,None,0,7,0.00%,EUR,0,0.00,42.86%,57.14%,0.00,0,0,0
parga wat te doen,Broad match,None,1,1,100.00%,EUR,0.36,0.36,0.00%,100.00%,0.00,0,0,0.00%
parga water park,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
parga water sports,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
parga water taxi,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
parga water taxi timetable,Broad match,None,2,9,22.22%,EUR,0.42,0.83,22.22%,22.22%,0.00,0,0,0.00%
parga waterfall,Broad match,None,0,3,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
parga watersports,Broad match,None,1,3,33.33%,EUR,0.41,0.41,66.67%,66.67%,0.00,0,0,0.00%
parga what to do,Exact match (close variant),None,6,23,26.09%,EUR,0.27,1.63,19.05%,71.43%,0.00,0,0,0.00%
parga what to see,Exact match (close variant),None,7,14,50.00%,EUR,0.31,2.18,7.69%,61.54%,0.00,0,0,0.00%
parga what to visit,Exact match (close variant),None,1,3,33.33%,EUR,0.07,0.07,0.00%,100.00%,0.00,0,0,0.00%
parga youtube,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
parga youtube 2023,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
pargaa,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
pargasehenswürdigkeiten,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
paxos antipaxos boat trip from parga,Phrase match (close variant),None,0,4,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
paxos antipaxos from parga,Broad match,None,1,1,100.00%,EUR,0.31,0.31,0.00%,100.00%,0.00,0,0,0.00%
paxos boat trip from parga,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
paxos e antipaxos da parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
paxos from parga,Broad match,None,0,2,0.00%,EUR,0,0.00,50.00%,100.00%,0.00,0,0,0
perivoli parga,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
phges axeronta,Broad match,None,0,3,0.00%,EUR,0,0.00,33.33%,33.33%,0.00,0,0,0
piges axeronta,Broad match,None,3,23,13.04%,EUR,0.20,0.60,37.50%,56.25%,0.00,0,0,0.00%
places like parga in greece,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
places near parga,Broad match,None,0,4,0.00%,EUR,0,0.00,25.00%,50.00%,0.00,0,0,0
places near parga,Exact match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
places to visit in parga,Exact match (close variant),None,5,6,83.33%,EUR,0.22,1.12,33.33%,100.00%,0.00,0,0,0.00%
places to visit in parga greece,Exact match,Added,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
places to visit near parga,Exact match (close variant),None,1,11,9.09%,EUR,0.18,0.18,9.09%,54.55%,0.00,0,0,0.00%
places to visit near parga greece,Exact match (close variant),None,2,9,22.22%,EUR,0.08,0.15,0.00%,22.22%,0.00,0,0,0.00%
plaje in parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
plaze parga,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
pony club acheron,Broad match,None,2,14,14.29%,EUR,0.15,0.29,61.54%,61.54%,0.00,0,0,0.00%
potamos acherontas,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
pushime ne parga greqi,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
rafting acheron,Phrase match,None,1,1,100.00%,EUR,0.10,0.10,0.00%,100.00%,0.00,0,0,0.00%
rafting acheron,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
rafting acheron,Exact match (close variant),None,2,23,8.70%,EUR,0.12,0.24,31.82%,86.36%,0.00,0,0,0.00%
rafting acheron river,Broad match,None,0,7,0.00%,EUR,0,0.00,33.33%,83.33%,0.00,0,0,0
rafting acheron river,Exact match (close variant),None,9,53,16.98%,EUR,0.11,0.97,33.96%,88.68%,0.00,0,0,0.00%
rafting acheronte,Broad match,None,1,4,25.00%,EUR,0.08,0.08,0.00%,75.00%,0.00,0,0,0.00%
rafting acheronte,Exact match (close variant),None,3,6,50.00%,EUR,0.08,0.23,40.00%,80.00%,0.00,0,0,0.00%
rafting axerontas,Exact match,Added,6,24,25.00%,EUR,0.10,0.59,50.00%,80.00%,0.00,0,0,0.00%
rafting axerontas,Broad match,None,2,15,13.33%,EUR,0.20,0.40,75.00%,87.50%,0.00,0,0,0.00%
rafting axerontas,Phrase match (close variant),None,2,11,18.18%,EUR,0.19,0.38,71.43%,85.71%,0.00,0,0,0.00%
rafting faraggi of acheron,Broad match,None,1,1,100.00%,EUR,0.02,0.02,100.00%,100.00%,0.00,0,0,0.00%
rafting parga,Exact match,Added,7,23,30.43%,EUR,0.11,0.75,21.74%,82.61%,0.00,0,0,0.00%
rafting sisteron,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
rafting αχεροντασ,Broad match,None,0,3,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
rafting αχεροντασ,Broad match,None,2,24,8.33%,EUR,0.18,0.36,44.44%,77.78%,0.00,0,0,0.00%
rafting αχεροντασ,Exact match (close variant),None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
rafting αχεροντασ,Phrase match (close variant),None,2,6,33.33%,EUR,0.21,0.41,33.33%,100.00%,0.00,0,0,0.00%
rafting αχεροντασ,Phrase match (close variant),None,54,281,19.22%,EUR,0.19,10.25,66.67%,87.96%,0.00,0,0,0.00%
rafting αχεροντασ τιμη,Broad match,None,3,7,42.86%,EUR,0.20,0.60,66.67%,66.67%,0.00,0,0,0.00%
rafting αχεροντασ τιμη,Phrase match (close variant),None,1,4,25.00%,EUR,0.25,0.25,25.00%,25.00%,0.00,0,0,0.00%
rafting αχεροντασ τιμη,Phrase match (close variant),None,23,98,23.47%,EUR,0.20,4.59,72.63%,74.74%,0.00,0,0,0.00%
rafting στον αχεροντα,Exact match,Added,10,69,14.49%,EUR,0.20,2.00,56.52%,60.87%,0.00,0,0,0.00%
rafting στον αχεροντα,Broad match,Added,2,4,50.00%,EUR,0.51,1.02,0.00%,0.00%,0.00,0,0,0.00%
rafting στον αχεροντα,Broad match,None,0,3,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
rafting στον αχεροντα,Phrase match (close variant),None,1,2,50.00%,EUR,0.07,0.07,50.00%,50.00%,0.00,0,0,0.00%
red shark parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
red shark parga,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
reise til parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
reka aheron,Broad match,None,0,2,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
rent a boat parga,Broad match,None,0,6,0.00%,EUR,0,0.00,16.67%,66.67%,0.00,0,0,0
rent boat parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
rhodes horse riding,Broad match,None,1,5,20.00%,EUR,0.12,0.12,0.00%,100.00%,0.00,0,0,0.00%
river acheron,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
river dream αχεροντασ,Broad match,None,0,4,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
river dream αχεροντασ,Phrase match (close variant),None,0,6,0.00%,EUR,0,0.00,83.33%,83.33%,0.00,0,0,0
river parga,Broad match,None,0,6,0.00%,EUR,0,0.00,0.00%,66.67%,0.00,0,0,0
river trekking αχεροντασ,Broad match,None,1,8,12.50%,EUR,0.20,0.20,62.50%,75.00%,0.00,0,0,0.00%
river trekking αχεροντασ,Phrase match (close variant),None,2,10,20.00%,EUR,0.20,0.39,80.00%,80.00%,0.00,0,0,0.00%
riverdream,Broad match,None,0,8,0.00%,EUR,0,0.00,62.50%,62.50%,0.00,0,0,0
riverdream acheron,Broad match,None,0,2,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
riverdream club αχέροντασ,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
riverdream club αχέροντασ,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
riverdream club αχέροντασ,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
riverdream αξιολογήσεισ,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
riverdream αχεροντασ,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
riverdream αχεροντασ,Phrase match (close variant),None,1,2,50.00%,EUR,0.20,0.20,100.00%,100.00%,0.00,0,0,0.00%
sail in parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
saint nicholas parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
sakis parga,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
sarakiniko beach parga boat,Broad match,None,1,1,100.00%,EUR,0.37,0.37,0.00%,100.00%,0.00,0,0,0.00%
sarakiniko parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
scuba diving parga,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
sehenswürdigkeiten parga,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,50.00%,0.00,0,0,0
sejur parga 2024,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
sevärdheter parga,Broad match,None,2,5,40.00%,EUR,0.41,0.82,20.00%,80.00%,0.00,0,0,0.00%
sivota paxos boat,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
skarpos tours parga greece,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
snorkling parga,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
spa parga,Broad match,None,0,2,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
springs of acheron river,Broad match,None,0,2,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
strand parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
strände parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
sunrise parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
sunset parga greece,Broad match,None,1,1,100.00%,EUR,0.08,0.08,0.00%,0.00%,0.00,0,0,0.00%
sup parga,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
taxi boat parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
taxi boat parga paxos,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
taxi boat valtos beach,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
taxibåt parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
terra verde parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
the old town hall parga,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
theros parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
things to do around parga greece,Exact match,Added,1,1,100.00%,EUR,0.23,0.23,0.00%,100.00%,0.00,0,0,0.00%
things to do in epirus,Broad match,None,1,2,50.00%,EUR,0.74,0.74,50.00%,50.00%,0.00,0,0,0.00%
things to do in epirus greece,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
things to do in parga,Exact match,Added,20,127,15.75%,EUR,0.32,6.40,17.54%,81.58%,0.00,0,0,0.00%
things to do in parga greece,Exact match (close variant),None,3,20,15.00%,EUR,0.35,1.05,15.00%,85.00%,0.00,0,0,0.00%
things to do near parga,Exact match (close variant),None,0,10,0.00%,EUR,0,0.00,0.00%,60.00%,0.00,0,0,0
things to do near parga greece,Exact match (close variant),None,0,7,0.00%,EUR,0,0.00,14.29%,14.29%,0.00,0,0,0
things to do parga,Exact match (close variant),None,1,16,6.25%,EUR,0.95,0.95,13.33%,80.00%,0.00,0,0,0.00%
things to do parga greece,Exact match (close variant),None,1,3,33.33%,EUR,0.32,0.32,50.00%,100.00%,0.00,0,0,0.00%
things to see and do in parga greece,Exact match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
things to see in parga,Exact match (close variant),None,1,3,33.33%,EUR,0.48,0.48,33.33%,100.00%,0.00,0,0,0.00%
things to see in parga greece,Exact match (close variant),None,0,2,0.00%,EUR,0,0.00,50.00%,100.00%,0.00,0,0,0
three hills parga,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
ting å gjøre i parga,Broad match,None,1,10,10.00%,EUR,0.23,0.23,40.00%,80.00%,0.00,0,0,0.00%
to do in parga,Exact match (close variant),None,2,5,40.00%,EUR,0.24,0.47,0.00%,100.00%,0.00,0,0,0.00%
to do parga,Broad match,None,1,2,50.00%,EUR,0.23,0.23,0.00%,50.00%,0.00,0,0,0.00%
to kantouni parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
top 10 parga,Phrase match (close variant),None,1,2,50.00%,EUR,0.24,0.24,100.00%,100.00%,0.00,0,0,0.00%
top things to do in parga,Exact match (close variant),None,1,1,100.00%,EUR,0.25,0.25,0.00%,100.00%,0.00,0,0,0.00%
top things to do in parga greece,Exact match (close variant),None,1,2,50.00%,EUR,0.08,0.08,0.00%,100.00%,0.00,0,0,0.00%
tours from parga,Broad match,None,0,5,0.00%,EUR,0,0.00,20.00%,20.00%,0.00,0,0,0
town beach parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
town parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
trips from parga,Broad match,None,3,21,14.29%,EUR,0.21,0.63,14.29%,42.86%,0.00,0,0,0.00%
trips from parga greece,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
trips in parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
tvrdjava parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
two brothers parga,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
urlaub in parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
vad kan man göra i parga,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
valtos beach parga,Broad match,None,0,10,0.00%,EUR,0,0.00,33.33%,83.33%,0.00,0,0,0
valtos beach parga,Phrase match (close variant),None,1,8,12.50%,EUR,0.97,0.97,66.67%,100.00%,0.00,0,0,0.00%
valtos beach parga greece,Broad match,None,0,2,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
valtos beach to parga town,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
valtos camping parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
valtos parga,Broad match,None,0,4,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
venetian castle of parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
venetian castle parga,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
ving parga,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
visit parga,Broad match,None,3,6,50.00%,EUR,0.25,0.76,0.00%,100.00%,0.00,0,0,0.00%
visit parga,Exact match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
visit parga greece,Broad match,None,1,2,50.00%,EUR,0.12,0.12,0.00%,100.00%,0.00,0,0,0.00%
visit parga greece,Exact match (close variant),None,0,2,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
visitare parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
viva travel parga,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
viva travel parga 2024,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
vjosa albania rafting & kayak camping përmet,Broad match,None,1,1,100.00%,EUR,0.36,0.36,0.00%,100.00%,0.00,0,0,0.00%
vlacherna monastery parga,Phrase match (close variant),None,0,2,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
walk from parga to lichnos beach,Broad match,None,1,4,25.00%,EUR,0.08,0.08,25.00%,25.00%,0.00,0,0,0.00%
walking in parga,Broad match,None,0,2,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
walks around parga,Broad match,None,0,3,0.00%,EUR,0,0.00,33.33%,33.33%,0.00,0,0,0
walks around parga greece,Phrase match (close variant),None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
walks in parga,Broad match,None,0,3,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
wat te doen in parga,Broad match,None,1,7,14.29%,EUR,0.43,0.43,28.57%,42.86%,0.00,0,0,0.00%
wat te doen in parga en omgeving,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
wat te doen rondom parga,Broad match,None,0,2,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
water park parga,Phrase match (close variant),None,0,3,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
water sports parga,Broad match,None,0,5,0.00%,EUR,0,0.00,25.00%,50.00%,0.00,0,0,0
water taxi parga,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
water taxi parga to lichnos,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
water taxi parga to valtos,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
waterfall parga,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
waterpark parga,Phrase match (close variant),None,0,2,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
watervallen parga,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,50.00%,0.00,0,0,0
what is parga like,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
what is there to do in parga greece,Exact match (close variant),None,2,5,40.00%,EUR,0.49,0.98,50.00%,75.00%,0.00,0,0,0.00%
what to do in parga,Exact match (close variant),None,19,106,17.92%,EUR,0.31,5.98,19.79%,77.08%,0.00,0,0,0.00%
what to do in parga greece,Exact match (close variant),None,5,15,33.33%,EUR,0.27,1.36,13.33%,73.33%,0.00,0,0,0.00%
what to do in parga town,Exact match (close variant),None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
what to do in parga when it rains,Phrase match (close variant),None,1,7,14.29%,EUR,0.05,0.05,14.29%,14.29%,0.00,0,0,0.00%
what to see in parga,Exact match (close variant),None,4,14,28.57%,EUR,0.25,0.98,21.43%,71.43%,0.00,0,0,0.00%
what to visit in parga,Exact match (close variant),None,3,6,50.00%,EUR,0.49,1.47,33.33%,83.33%,0.00,0,0,0.00%
what to visit in parga greece,Exact match (close variant),None,4,6,66.67%,EUR,0.17,0.67,16.67%,100.00%,0.00,0,0,0.00%
where is parga,Broad match,None,0,5,0.00%,EUR,0,0.00,75.00%,100.00%,0.00,0,0,0
where is parga in greece,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
where to stay in parga greece,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
wine and food parga,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
wine tasting parga,Broad match,None,0,2,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
yacht club parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
youtube parga,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
zip line αχεροντασ τιμη,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
zipline αχεροντασ,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
zipline αχεροντασ,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
αλογα αχεροντασ,Phrase match,None,1,2,50.00%,EUR,0.20,0.20,100.00%,100.00%,0.00,0,0,0.00%
αλογα αχεροντασ,Broad match,None,6,23,26.09%,EUR,0.18,1.06,85.71%,90.48%,0.00,0,0,0.00%
αλογα στον αχεροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
αλογα στον αχεροντα,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
αμμουδιά αχέροντασ marabouvan sleeps at ammoudia acherontas,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
αραχθοσ ραφτινγκ,Broad match,None,0,4,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
αχαιροντασ,Broad match,None,1,14,7.14%,EUR,0.19,0.19,12.50%,75.00%,0.00,0,0,0.00%
αχεροντα,Broad match,None,0,2,0.00%,EUR,0,0.00,50.00%,50.00%,0.00,0,0,0
αχέροντα,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντα πηγεσ,Broad match,None,1,6,16.67%,EUR,0.20,0.20,0.00%,100.00%,0.00,0,0,0.00%
αχέροντα ποταμό,Broad match,None,0,12,0.00%,EUR,0,0.00,33.33%,33.33%,0.00,0,0,0
αχέροντα ποταμόσ,Broad match,None,28,130,21.54%,EUR,0.17,4.68,48.08%,58.65%,0.00,0,0,0.00%
αχεροντασ,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
αχέροντασ,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
αχεροντασ rafting,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,100.00%,0.00,0,0,0
αχεροντασ rafting,Broad match,None,1,6,16.67%,EUR,0.29,0.29,83.33%,83.33%,0.00,0,0,0.00%
αχεροντασ rafting,Phrase match (close variant),None,0,1,0.00%,EUR,0,0.00,100.00%,100.00%,0.00,0,0,0
αχεροντασ rafting,Phrase match (close variant),None,11,50,22.00%,EUR,0.20,2.22,76.00%,90.00%,0.00,0,0,0.00%
αχεροντασ rafting τιμεσ,Broad match,None,1,2,50.00%,EUR,0.58,0.58,100.00%,100.00%,0.00,0,0,0.00%
αχεροντασ rafting τιμεσ,Phrase match (close variant),None,4,9,44.44%,EUR,0.13,0.53,77.78%,77.78%,0.00,0,0,0.00%
αχεροντασ αλογα,Exact match,Added,17,49,34.69%,EUR,0.25,4.21,77.27%,79.55%,0.00,0,0,0.00%
αχεροντασ αξιοθεατα,Broad match,None,0,1,0.00%,EUR,0,0.00,0.00%,0.00%,0.00,0,0,0
αχεροντασ βαρκαδα τιμη,Broad match,None,1,1,100.00%,EUR,0.18,0.18,0.00%,0.00%,0.00,0,0,0.00%
αχεροντασ βεβηλοσ,Broad match,None,0,1,0.00%,EUR,0,0.00,0,0,0.00,0,0,0
